,0
ProtonStd_4_std1h_lag12,13.0
ElectronMean_4_lag144,13.0
ProtonMean_6_mean1h_lag72,13.0
ProtonStd_6_lag6,13.0
ProtonStd_7_lag12,13.0
ElectronMean_6_mean1h_lag12,13.0
ElectronStd_5_std1h_lag36,13.0
ElectronStd_4_lag144,13.0
ProtonMax_10_std1h_lag6,13.0
ElectronMax_4_lag12,13.0
ElectronStd_3_lag36,13.0
ProtonStd_3_lag72,13.0
ProtonMean_4_lag144,13.0
ElectronMean_2_lag36,13.0
ProtonMean_1_lag6,13.0
ElectronMean_1_lag36,13.0
ProtonMean_10_mean1h,13.0
ProtonMean_3_lag144,13.0
ProtonStd_6_std1h_lag72,13.0
ElectronStd_1_mean1h,13.0
ProtonMax_10_std1h_lag144,13.0
ProtonMean_6_std1h_lag72,13.0
ElectronMax_6_mean1h_lag72,13.0
ProtonStd_4_lag36,13.0
ProtonStd_6_std1h_lag12,13.0
ProtonStd_6_std1h_lag36,13.0
ElectronMax_4_std1h_lag12,13.0
ProtonMax_1_std1h_lag72,13.0
ProtonStd_1_lag6,13.0
ElectronMax_5_std1h_lag12,13.0
ProtonMean_0_mean1h_lag36,13.0
ProtonMean_9_std1h_lag6,13.0
ProtonMean_9_mean1h_lag36,13.0
ProtonMax_9_mean1h_lag144,13.0
ProtonMax_2_std1h_lag6,13.0
ProtonMax_4_mean1h_lag144,13.0
ProtonMax_4_std1h_lag12,13.0
ProtonStd_5_mean1h_lag36,13.0
ProtonMean_4_mean1h_lag72,13.0
ProtonStd_2_mean1h_lag144,13.0
ElectronMean_5_lag72,13.0
ElectronMean_0_lag72,13.0
ProtonMean_10_mean1h_lag144,13.0
ElectronMean_7_lag6,13.0
ElectronMax_0_mean1h_lag12,13.0
ElectronStd_1_std1h_lag72,13.0
ElectronStd_3_std1h_lag12,13.0
ElectronMean_3_std1h_lag6,13.0
ElectronMean_3_std1h_lag12,13.0
ProtonMax_1_std1h,13.0
ElectronMax_5_lag144,13.0
ElectronMax_6_lag36,13.0
ElectronStd_1_std1h_lag36,13.0
ProtonMax_0_std1h_lag72,13.0
EclipseFlag_mean1h_lag72,13.0
ElectronMean_4,13.0
ProtonStd_3,13.0
ElectronMax_2,13.0
ProtonStd_1_lag36,13.0
ProtonMax_9_std1h,13.0
ProtonStd_10_std1h_lag12,12.0
ElectronMean_5_mean1h_lag72,12.0
ProtonMean_9,12.0
ProtonStd_8_std1h_lag36,12.0
ElectronStd_4_lag6,12.0
ProtonMean_8_mean1h_lag36,12.0
ProtonStd_6_mean1h_lag144,12.0
ProtonStd_6_mean1h_lag36,12.0
ProtonStd_6_std1h_lag6,12.0
ProtonMax_6_std1h_lag36,12.0
ProtonStd_7_std1h_lag12,12.0
ProtonMean_7_mean1h_lag12,12.0
ProtonMean_7_std1h_lag12,12.0
ElectronMax_1_lag144,12.0
ProtonMean_10_std1h,12.0
ProtonMean_6_lag36,12.0
ProtonMax_5_mean1h_lag144,12.0
ProtonStd_5_std1h_lag72,12.0
ProtonMax_6_lag72,12.0
ProtonMean_7_lag6,12.0
ElectronMax_4_mean1h_lag12,12.0
ProtonMean_7_lag12,12.0
ElectronMax_3_lag144,12.0
ProtonStd_7_lag36,12.0
ProtonStd_5_lag36,12.0
ProtonStd_2_mean1h_lag12,12.0
ProtonStd_6_mean1h,12.0
ElectronMax_2_mean1h_lag36,12.0
ElectronStd_3_lag72,12.0
ProtonStd_7_mean1h_lag12,12.0
ProtonStd_2_std1h_lag6,12.0
ElectronMax_2_std1h_lag6,12.0
ProtonMean_9_mean1h_lag12,12.0
ElectronMean_2_mean1h_lag12,12.0
ElectronStd_1_mean1h_lag12,12.0
ProtonStd_9_std1h_lag6,12.0
ProtonMax_2_std1h,12.0
ElectronMax_6_std1h,12.0
ProtonMean_4,12.0
ProtonMean_5,12.0
ProtonStd_10_std1h,12.0
ProtonStd_7,12.0
ProtonStd_1,12.0
ProtonMax_10_std1h,12.0
ProtonStd_9_std1h_lag12,12.0
ElectronMean_6_lag72,12.0
ProtonMean_3_std1h,12.0
ElectronMean_0_mean1h_lag12,12.0
ProtonMax_8_mean1h,12.0
ProtonMax_9_std1h_lag6,12.0
ProtonMean_1_std1h_lag36,12.0
ElectronStd_1_std1h_lag12,12.0
ProtonMean_1_mean1h_lag6,12.0
ProtonStd_2_std1h_lag12,12.0
ProtonMax_3_std1h_lag144,12.0
ProtonStd_7_mean1h,12.0
ProtonMean_5_std1h_lag72,12.0
ProtonMax_2_std1h_lag72,12.0
ElectronStd_3_mean1h_lag36,12.0
ProtonMax_9_mean1h_lag36,12.0
ElectronStd_3_mean1h_lag6,12.0
ProtonStd_2_mean1h_lag36,12.0
ProtonMean_8_mean1h_lag6,12.0
ProtonStd_2_lag36,12.0
ElectronMean_6_mean1h_lag72,12.0
ProtonStd_7_lag72,12.0
ProtonStd_5_lag12,12.0
ElectronMean_3_mean1h,12.0
ElectronMean_6_std1h_lag72,12.0
ProtonMax_3_mean1h_lag144,11.0
ElectronMax_6_lag144,11.0
ProtonStd_1_std1h_lag36,11.0
ElectronMean_0_lag6,11.0
ProtonMax_2_std1h_lag12,11.0
ProtonMean_3_std1h_lag6,11.0
ProtonStd_3_std1h_lag12,11.0
ProtonMean_9_std1h,11.0
ElectronMean_5_lag6,11.0
ProtonMax_5_mean1h,11.0
ProtonMax_1_mean1h_lag144,11.0
ElectronMax_6_lag6,11.0
ProtonStd_9_mean1h_lag36,11.0
ProtonStd_9_std1h_lag36,11.0
ElectronMax_7_lag12,11.0
ElectronMean_2_std1h_lag6,11.0
ElectronMax_3,11.0
ProtonMax_0_mean1h,11.0
ElectronMean_6_lag36,11.0
ProtonMean_2_mean1h,11.0
ProtonMean_2_std1h_lag6,11.0
ElectronMax_3_mean1h_lag12,11.0
ProtonMean_10_std1h_lag6,11.0
ProtonMean_10_mean1h_lag36,11.0
ProtonStd_2_std1h_lag36,11.0
ProtonMean_5_mean1h_lag36,11.0
ProtonMean_5_std1h_lag6,11.0
ProtonStd_4_lag144,11.0
ElectronMax_2_std1h,11.0
ProtonStd_6_lag36,11.0
ProtonStd_5_lag144,11.0
ProtonMax_5_std1h_lag72,11.0
ProtonStd_5_std1h_lag12,11.0
ProtonMean_10_std1h_lag144,11.0
ProtonMax_7_lag12,11.0
ProtonStd_7_lag6,11.0
ProtonStd_6_lag72,11.0
ElectronStd_3_lag12,11.0
ElectronMean_5_mean1h_lag36,11.0
ProtonStd_10_std1h_lag144,11.0
ElectronStd_4_lag72,11.0
ProtonMax_7_lag36,11.0
ProtonMax_4_lag144,11.0
ProtonMean_5_lag144,11.0
ProtonMax_6_mean1h_lag72,11.0
ProtonMax_10_std1h_lag36,11.0
ProtonMax_6_std1h_lag12,11.0
ProtonStd_3_lag6,11.0
ElectronMean_2_lag12,11.0
ElectronMax_7_mean1h_lag6,11.0
ElectronMax_7_std1h_lag12,11.0
ProtonMean_0_lag12,11.0
ProtonMax_1_lag36,11.0
ProtonMean_2_lag12,11.0
ProtonStd_8_mean1h_lag144,11.0
ProtonMean_8_std1h_lag72,11.0
ElectronMax_0_lag6,11.0
ElectronMean_5_std1h_lag144,10.0
ElectronMean_4_mean1h,10.0
ElectronMean_6_mean1h_lag6,10.0
ProtonMean_3_mean1h,10.0
ElectronMean_5_mean1h_lag12,10.0
ElectronMax_5_mean1h_lag72,10.0
ProtonStd_3_std1h,10.0
ProtonMean_4_mean1h,10.0
ElectronMean_1_lag6,10.0
ElectronStd_0_lag6,10.0
ElectronStd_4_std1h_lag144,10.0
ProtonMean_7_mean1h,10.0
ProtonStd_8_mean1h,10.0
ElectronStd_3_std1h_lag72,10.0
ElectronMax_2_mean1h_lag72,10.0
ElectronMax_3_mean1h_lag36,10.0
ProtonStd_5_mean1h,10.0
ProtonStd_5_std1h,10.0
ElectronMean_3_mean1h_lag12,10.0
ProtonMean_1_mean1h_lag72,10.0
ProtonMax_3_std1h_lag72,10.0
ProtonMean_4_mean1h_lag6,10.0
ProtonStd_3_mean1h_lag36,10.0
ProtonStd_3_mean1h_lag144,10.0
ProtonStd_3_std1h_lag72,10.0
ProtonMax_3_std1h_lag6,10.0
ProtonMax_2_lag72,10.0
ProtonMean_7_mean1h_lag6,10.0
ProtonMax_1_lag72,10.0
ProtonStd_8_mean1h_lag72,10.0
ProtonStd_8_std1h_lag144,10.0
ProtonMax_8_mean1h_lag72,10.0
ProtonMean_2_lag72,10.0
ElectronMean_7_lag72,10.0
ElectronStd_5_lag72,10.0
ProtonMax_9_mean1h_lag72,10.0
ElectronMax_7_lag72,10.0
ElectronStd_6_lag6,10.0
ProtonMax_8_std1h_lag36,10.0
ElectronMean_4_lag72,10.0
ProtonMax_9_std1h_lag12,10.0
ProtonStd_10_std1h_lag6,10.0
ProtonMax_1_std1h_lag36,10.0
ProtonMax_10_mean1h_lag12,10.0
ProtonMax_10_mean1h_lag6,10.0
ElectronMax_2_lag36,10.0
ElectronMax_3_lag6,10.0
EclipseFlag_mean1h_lag12,10.0
ProtonMax_1_mean1h_lag36,10.0
ProtonMax_10_std1h_lag72,10.0
ProtonMax_6_std1h_lag6,10.0
ProtonMean_4_lag6,10.0
ProtonStd_7_std1h_lag6,10.0
ProtonStd_4_mean1h_lag36,10.0
ProtonMax_3_lag6,10.0
ProtonStd_6_mean1h_lag12,10.0
ProtonMax_5_std1h_lag12,10.0
ProtonMax_5_lag144,10.0
ElectronMean_5,10.0
ElectronStd_4,10.0
ElectronStd_5,10.0
ProtonMax_2,10.0
ProtonMean_3,10.0
ProtonStd_5_mean1h_lag6,10.0
ProtonMax_7_lag6,10.0
ProtonStd_5_std1h_lag36,10.0
ProtonStd_3_lag36,10.0
ProtonStd_1_lag12,10.0
ProtonMax_3_std1h_lag36,10.0
ProtonMean_6_mean1h,9.0
ProtonStd_9_std1h,9.0
ElectronMean_1_mean1h_lag6,9.0
ElectronMean_4_mean1h_lag12,9.0
ProtonStd_9_mean1h,9.0
ElectronMax_6_mean1h_lag12,9.0
ElectronStd_5_std1h_lag6,9.0
ElectronMax_7_mean1h,9.0
ElectronMax_6_mean1h_lag36,9.0
ElectronMean_3_mean1h_lag36,9.0
ElectronMean_3_mean1h_lag72,9.0
ElectronStd_6_mean1h_lag12,9.0
ElectronStd_3_mean1h,9.0
ProtonMean_7,9.0
ProtonMean_5_std1h_lag12,9.0
ProtonMean_5_std1h_lag36,9.0
ElectronMax_6,9.0
ElectronMax_4,9.0
ProtonMean_6_mean1h_lag6,9.0
ProtonMean_6_mean1h_lag36,9.0
ProtonMean_9_lag36,9.0
ProtonMean_4_lag36,9.0
ProtonMax_3_lag144,9.0
ProtonMean_1_lag72,9.0
ProtonMean_3_lag12,9.0
ProtonStd_6_mean1h_lag6,9.0
ElectronMean_1_mean1h_lag12,9.0
ProtonMean_1_mean1h_lag12,9.0
ElectronMax_2_mean1h_lag12,9.0
ElectronMax_3_std1h_lag6,9.0
ProtonStd_8_std1h_lag12,9.0
ProtonMax_7_mean1h_lag36,9.0
ProtonMean_8_std1h_lag36,9.0
ProtonMax_0_lag144,9.0
ProtonMax_0_lag6,9.0
ProtonMean_1_lag36,9.0
ElectronMean_6_lag12,9.0
ProtonMean_10_std1h_lag72,9.0
ProtonStd_10_mean1h_lag72,9.0
ProtonStd_10_mean1h_lag36,9.0
ElectronMean_3_lag36,9.0
ElectronMax_2_lag72,9.0
EclipseFlag_std1h_lag12,9.0
ElectronMean_2_lag6,9.0
ProtonMax_10_std1h_lag12,9.0
ProtonStd_2_std1h_lag144,9.0
ElectronMax_4_lag144,9.0
ProtonMean_3_mean1h_lag144,9.0
ProtonMean_2_lag144,9.0
ProtonMean_4_std1h_lag144,9.0
ProtonStd_3_lag12,9.0
ProtonMax_3_mean1h_lag72,9.0
ProtonMax_8_std1h_lag72,9.0
ProtonMax_1_lag12,9.0
ProtonMax_5_lag72,9.0
ProtonMax_4_mean1h_lag72,9.0
ProtonMax_4_std1h_lag72,9.0
ElectronMax_1_mean1h,8.0
ElectronMax_6_std1h_lag12,8.0
ProtonMax_3_std1h,8.0
ProtonStd_2_std1h,8.0
ElectronMean_1_lag144,8.0
ElectronMax_1_mean1h_lag12,8.0
ProtonMax_0_std1h_lag12,8.0
ElectronStd_1_mean1h_lag6,8.0
ProtonMax_9_mean1h,8.0
ProtonMean_1_std1h_lag6,8.0
ProtonStd_4_mean1h,8.0
ElectronStd_4_mean1h_lag12,8.0
ProtonMean_5_std1h,8.0
ProtonMean_2_mean1h_lag6,8.0
ElectronMax_1_lag12,8.0
ProtonStd_10_std1h_lag36,8.0
ProtonStd_1_mean1h_lag6,8.0
ElectronMax_1_lag36,8.0
ElectronMean_3_lag72,8.0
ElectronMax_2_lag6,8.0
ProtonMean_3_std1h_lag12,8.0
ProtonMean_3_mean1h_lag72,8.0
ProtonMax_0_lag72,8.0
ProtonMax_0_lag36,8.0
ProtonStd_9_mean1h_lag6,8.0
ProtonStd_9_mean1h_lag72,8.0
ElectronMean_6_lag6,8.0
ProtonMax_8_mean1h_lag144,8.0
ProtonMax_9_mean1h_lag12,8.0
ElectronMax_4_lag72,8.0
ProtonStd_10_mean1h_lag12,8.0
ElectronStd_4_lag36,8.0
ElectronMax_3_lag72,8.0
ElectronStd_4_lag12,8.0
ElectronMax_3_lag12,8.0
ProtonMax_9_std1h_lag36,8.0
ProtonMean_4_std1h_lag36,8.0
ProtonMean_4_mean1h_lag36,8.0
ProtonMean_4_lag12,8.0
ProtonMean_9_lag12,8.0
ProtonStd_4_lag6,8.0
ProtonStd_3_mean1h_lag12,8.0
ProtonMax_3_std1h_lag12,8.0
ProtonMax_6_mean1h_lag6,8.0
ProtonMax_5_std1h_lag6,8.0
ProtonStd_6_lag12,8.0
ProtonMean_6_std1h_lag12,8.0
ProtonMax_4_mean1h_lag36,8.0
ProtonStd_4_std1h_lag6,8.0
ElectronMax_5,8.0
ProtonMax_6,8.0
ElectronMax_7_mean1h_lag72,8.0
ElectronMax_4_std1h_lag36,7.0
ElectronStd_6_mean1h_lag6,7.0
ProtonMax_3_mean1h,7.0
ProtonMax_0_mean1h_lag6,7.0
ProtonMax_4_std1h,7.0
ProtonMean_5_mean1h_lag6,7.0
ProtonStd_5_std1h_lag6,7.0
ProtonMax_4_mean1h,7.0
ProtonMean_0_mean1h_lag6,7.0
ElectronMax_4_mean1h_lag72,7.0
ProtonMax_5,7.0
ProtonStd_9_lag12,7.0
ProtonMax_6_lag36,7.0
ProtonMax_5_mean1h_lag36,7.0
ProtonMax_5_mean1h_lag12,7.0
ProtonMax_10_mean1h,7.0
ProtonMax_5_lag12,7.0
ProtonMean_6_mean1h_lag12,7.0
ProtonMax_5_lag6,7.0
ProtonMax_6_lag6,7.0
ElectronStd_2_lag36,7.0
ElectronMean_3_lag6,7.0
ElectronMean_3_mean1h_lag6,7.0
ProtonMean_9_lag144,7.0
ProtonMean_3_lag6,7.0
ProtonMax_1_lag144,7.0
ProtonMax_7_mean1h_lag6,7.0
ElectronMean_5_mean1h_lag6,7.0
ElectronMean_5_mean1h,7.0
ElectronStd_4_mean1h,7.0
ProtonStd_5_lag6,7.0
ProtonMean_10_lag6,7.0
ProtonMax_6_mean1h_lag12,7.0
ProtonMean_5_lag6,7.0
ProtonMax_8_lag72,7.0
ProtonMean_10_mean1h_lag72,7.0
ProtonMax_9_std1h_lag72,7.0
ProtonMean_10_lag12,7.0
ElectronStd_5_lag6,7.0
ProtonStd_4_mean1h_lag72,7.0
ElectronMax_4_lag6,7.0
ElectronMean_4_lag12,7.0
YawFlag_mean1h_lag36,7.0
ElectronMax_6_lag12,7.0
ElectronStd_6_lag36,7.0
ProtonMax_9_mean1h_lag6,7.0
ProtonStd_3_std1h_lag6,7.0
ProtonStd_8_std1h_lag72,7.0
ProtonMax_9,7.0
ProtonMean_3_mean1h_lag6,7.0
ProtonMean_9_mean1h_lag72,7.0
ElectronMean_5_lag36,7.0
ProtonMax_10_lag144,7.0
ProtonMax_2_mean1h_lag12,7.0
ProtonStd_9_mean1h_lag12,7.0
ProtonMax_9_lag12,7.0
ProtonStd_4_lag12,6.0
ProtonStd_4_std1h_lag36,6.0
ProtonMax_4_lag6,6.0
ProtonMax_6_mean1h,6.0
ProtonMean_5_mean1h,6.0
ProtonMean_8_lag144,6.0
ProtonMax_9_lag6,6.0
ProtonStd_4_std1h_lag72,6.0
ElectronMax_2_lag144,6.0
EclipseFlag_mean1h_lag36,6.0
ProtonMax_1_mean1h_lag12,6.0
ElectronMax_1_mean1h_lag6,6.0
ProtonMax_1_mean1h_lag72,6.0
ElectronStd_1_lag12,6.0
ProtonMax_6_lag144,6.0
ProtonStd_10_mean1h,6.0
ProtonMax_7_mean1h,6.0
ProtonMax_5_mean1h_lag72,6.0
ProtonStd_8,6.0
ProtonMax_9_lag72,6.0
ProtonMax_8_lag6,6.0
ProtonMax_8_lag36,6.0
ProtonMean_9_lag6,6.0
ProtonStd_2_lag12,6.0
ProtonStd_7_mean1h_lag36,6.0
ProtonMean_5_lag12,6.0
ProtonMax_2_lag36,6.0
ProtonMax_3_lag12,6.0
ProtonStd_4_mean1h_lag12,6.0
ProtonMean_5_lag36,6.0
ProtonMean_2_mean1h_lag12,6.0
ProtonMax_5_lag36,6.0
ElectronMax_3_lag36,6.0
ElectronMax_5_lag12,6.0
ElectronStd_5_lag12,6.0
ProtonStd_10_mean1h_lag6,6.0
ProtonMax_10_mean1h_lag72,6.0
ProtonStd_10_mean1h_lag144,6.0
ProtonMean_3_mean1h_lag12,6.0
ProtonMax_2_mean1h_lag144,6.0
ProtonStd_9_mean1h_lag144,6.0
ProtonMean_0_lag6,6.0
ElectronMax_5_lag72,6.0
ProtonMean_8_std1h_lag12,6.0
ProtonStd_8_std1h_lag6,6.0
ProtonMax_1_lag6,6.0
ProtonMax_8_mean1h_lag12,6.0
ElectronMax_6_mean1h,6.0
ElectronMean_6_mean1h,6.0
ProtonMean_10,6.0
ElectronMax_6_mean1h_lag6,6.0
ProtonMax_8_mean1h_lag6,5.0
ElectronMax_2_mean1h,5.0
ProtonMax_10_lag6,5.0
ProtonStd_8_mean1h_lag36,5.0
ProtonStd_9,5.0
ProtonMean_8_std1h,5.0
ProtonMax_8_std1h,5.0
ElectronMean_3_lag12,5.0
ElectronMax_1_lag72,5.0
YawFlag_std1h_lag144,5.0
EclipseFlag_std1h_lag6,5.0
EclipseFlag_std1h_lag72,5.0
ElectronMax_2_mean1h_lag6,5.0
ProtonMax_6_lag12,5.0
ProtonStd_8_lag6,5.0
ProtonStd_5_mean1h_lag12,5.0
ProtonMean_8_lag12,5.0
ProtonMax_4_std1h_lag144,5.0
YawFlag_mean1h_lag6,5.0
ProtonMean_6_lag12,5.0
ProtonMean_6_lag6,5.0
ElectronMean_4_lag36,5.0
ElectronMax_5_lag36,5.0
ProtonMax_4_mean1h_lag6,5.0
ProtonMax_4_lag36,5.0
ProtonMax_6_mean1h_lag36,5.0
ProtonMean_5_lag72,5.0
ProtonMean_4_mean1h_lag12,5.0
ProtonStd_4_mean1h_lag6,5.0
ProtonStd_7_mean1h_lag6,5.0
ProtonMax_8_lag144,5.0
ProtonMax_9_lag36,5.0
ProtonMax_2_lag6,5.0
ProtonMean_3_mean1h_lag36,5.0
ElectronMax_4_lag36,5.0
ElectronMean_5_lag12,5.0
ProtonMean_1_lag12,5.0
ProtonMax_8_std1h_lag6,5.0
ProtonMean_8_std1h_lag6,5.0
ProtonMean_8_lag72,5.0
ProtonStd_2_mean1h,5.0
ElectronMean_4_mean1h_lag72,5.0
ElectronMean_4_mean1h_lag6,5.0
ProtonMax_3,5.0
ElectronMax_3_mean1h_lag6,5.0
EclipseFlag,5.0
ElectronMax_5_mean1h_lag36,5.0
ProtonMax_1_mean1h,5.0
ProtonMax_0_mean1h_lag12,4.0
ElectronMax_5_mean1h_lag12,4.0
ProtonStd_8_std1h,4.0
ElectronMax_4_mean1h_lag6,4.0
EclipseFlag_std1h_lag36,4.0
EclipseFlag_std1h_lag144,4.0
ElectronMean_1_lag12,4.0
ElectronMax_5_lag6,4.0
ProtonMean_9_lag72,4.0
ElectronMax_2_lag12,4.0
ProtonStd_8_lag72,4.0
ProtonStd_8_lag144,4.0
ProtonMax_10_mean1h_lag36,4.0
ElectronMean_4_lag6,4.0
ProtonMean_2_mean1h_lag36,4.0
EclipseFlag_mean1h,4.0
ProtonMax_10,4.0
YawFlag_mean1h,4.0
ElectronStd_5_mean1h,4.0
ProtonStd_10_lag144,4.0
ProtonMax_10_lag12,4.0
ProtonMean_10_lag72,4.0
ProtonMax_0_lag12,4.0
EclipseFlag_std1h,4.0
ElectronStd_5_mean1h_lag6,4.0
ProtonMean_8_lag6,4.0
ElectronStd_3_mean1h_lag12,4.0
ElectronMax_5_mean1h_lag6,4.0
ProtonMean_5_mean1h_lag12,4.0
ProtonMax_8,4.0
ProtonStd_9_lag144,4.0
YawFlag_std1h_lag36,4.0
ProtonMax_8_lag12,4.0
ProtonMax_10_lag36,4.0
ProtonStd_3_mean1h_lag6,4.0
ProtonMean_3_lag72,4.0
ProtonMax_8_mean1h_lag36,4.0
ProtonStd_8_mean1h_lag12,4.0
ProtonMean_2_lag36,4.0
ProtonStd_3_mean1h_lag72,4.0
ProtonMean_2_mean1h_lag72,3.0
ProtonMax_2_mean1h_lag36,3.0
ProtonMax_8_std1h_lag12,3.0
YawFlag_std1h,3.0
ProtonMean_10_lag144,3.0
ProtonStd_10_lag12,3.0
ProtonStd_10_lag36,3.0
ProtonMax_2_mean1h_lag72,3.0
ProtonMean_8,3.0
YawFlag_lag6,3.0
ProtonMax_1_mean1h_lag6,3.0
EclipseFlag_lag36,3.0
ProtonMax_5_mean1h_lag6,3.0
ProtonMean_5_mean1h_lag72,3.0
YawFlag_lag12,3.0
ProtonMax_4_mean1h_lag12,3.0
ProtonMax_4_lag12,3.0
YawFlag_mean1h_lag144,3.0
ProtonMax_4_lag72,3.0
ProtonMax_3_mean1h_lag36,3.0
ProtonMax_3_lag36,3.0
ProtonMax_2_lag12,3.0
ProtonStd_2_mean1h_lag6,3.0
ProtonStd_9_lag36,3.0
ProtonStd_9_lag6,3.0
EclipseFlag_lag12,3.0
ProtonMax_2_mean1h,2.0
EclipseFlag_mean1h_lag6,2.0
ProtonStd_9_lag72,2.0
YawFlag_lag144,2.0
ProtonMax_3_mean1h_lag12,2.0
ProtonMax_3_mean1h_lag6,2.0
ElectronMax_5_mean1h,2.0
ProtonStd_10,2.0
ElectronMax_3_mean1h,2.0
EclipseFlag_lag72,2.0
ProtonStd_8_lag36,2.0
ProtonMax_3_lag72,2.0
YawFlag_lag72,2.0
ProtonMax_10_lag72,2.0
ProtonStd_10_std1h_lag72,2.0
ProtonStd_8_mean1h_lag6,2.0
ProtonMax_7_mean1h_lag12,2.0
ProtonMax_9_lag144,2.0
ProtonMean_3_lag36,2.0
ProtonStd_10_lag72,2.0
ProtonStd_10_lag6,1.0
ProtonMean_8_lag36,1.0
YawFlag_std1h_lag12,1.0
ProtonStd_8_lag12,1.0
EclipseFlag_lag144,1.0
ProtonMean_10_lag36,1.0
ProtonMax_2_mean1h_lag6,1.0
YawFlag_mean1h_lag72,1.0
YawFlag_std1h_lag6,1.0
ElectronMax_4_mean1h,1.0
B_total_mean1h_lag72,0.0
B_total_mean1h_lag144,0.0
B_total_mean1h_lag36,0.0
B_total_std1h_lag6,0.0
B_total_std1h_lag12,0.0
B_total_std1h_lag36,0.0
B_total_std1h_lag72,0.0
B_total_mean1h_lag12,0.0
B_total_std1h_lag144,0.0
B_total,0.0
B_total_mean1h_lag6,0.0
B_total_lag6,0.0
B_total_lag12,0.0
B_total_lag36,0.0
YawFlag_mean1h_lag12,0.0
B_total_lag144,0.0
B_total_lag72,0.0
YawFlag_std1h_lag72,0.0
YawFlag_lag36,0.0
EclipseFlag_lag6,0.0
B_total_mean1h,0.0
B_total_std1h,0.0
YawFlag,0.0
